Username,Name,PostDate,TweetText,ReplyCount,RetweetCount,LikeCount,Views
@Bharatk7646,Bharat khatri,21 Oct 2022,"I want to get a new iphone ..Which iphone should I buy ? Iphone 13 pro Max
Vs Iphone 14 pro Max..
please help me out . ",,,,
@kimashton,Kim,21 Oct 2022,@silviatveit ,,,1,
@don_shom,ⒻⓇⒺⒹⓇⓄⒹⓇⒾⒼⓊⒺⓏ①⑦,21 Oct 2022,@lydiaforson ,,,2,
@MoneyDDUp,gordonhuynh,21 Oct 2022,@POTUS ,1,1,1,
@dannimoneymo,Danni,21 Oct 2022,I need to buy a new phone.  Since the new iPhone is out I want to  buy it. But I don’t want to buy the phone if the battery life sucks already. ,,,,
@niravp44,Nirav Patel,21 Oct 2022,@BLKMDL3 ,,,,
@Balmain,Balmain,,"Revivez le défilé Balmain Automne-Hiver 2023, mettant en lumière le savoir-faire de la Maison et le ""New French Style"" signé Monsieur Balmain. #BALMAINFW23 ",,6,19,209.4K
@mr_deadskulll,A T M A R A M,20 Oct 2022,@CromaSupport ,1,,,
@Crypto_lover000,HIMANSHU $apt $eth $matic $dot $eos,20 Oct 2022,I want to  buy  iphone 14 pro. ,1,,1,
@santuck,Santosh,20 Oct 2022,@UScellularCares I am coming from India & I want to  buy US cellular SIM. Can you please share me the starting plan. I will be in the USA for 2 months & my IMEI no is  - 35 941208 426136 5 & Phone is iPhone X ,,,,
@XlaurenKxxxx,𝔏𝔞𝔲𝔯𝔢𝔫,19 Oct 2022,"I want to  buy my new iPhone using a paypigs credit card hahah 
paypig findom ",,,,
@salsaannisa95,Salsa Annisa,19 Oct 2022,@StakeReloads ,,,,
@moi21702974,moi,19 Oct 2022,@UniverseIce ,1,,,
@Mima_Gift,Mistress of peace,19 Oct 2022,"I want to  buy a good Samsung or redmi phone, I wanna take a little break from iPhone and do things normal people do, I wanna be able to optimally use truecaller to detect a nuisance calling me before I pick up I wanna be able to insert a memory card on my ",,,,
@PrestonBisbee,Preston Bisbee,19 Oct 2022,@PrestonBisbee and and @Jamend0la ,1,,,
@Ajiboye147,Abdullahi Ajiboye,19 Oct 2022,@Jayecane ,1,,,
@haidi_tf,ee.eros,18 Oct 2022,@DanXL_7_5 ,,,,
@joshkodayz,juicy,18 Oct 2022,i want to  buy  iPhone pero hindi keribels ng konsensya ko gumastos ng malaki ,,,,
@TheCityRebel007,IamNotYourGuy,18 Oct 2022,Which iPhone person fit buy with 40k Naira now? I want to use this iPhone too ,,,,
@alexis_leena,セレス (Ceres),16 Oct 2022,And now iPhone 14 is out. But I want to get the Pro Max and red colour (which is impossible) So let’s wait a bit more until I got some money to buy myself X’mas present later this year! ,,,,
@hdadian,saima syed,16 Oct 2022,Maulana sir please eik phoonk on my wallet I want to  buy  iPhone 14 #ووٹ_کپتان_کا ,,,,
@jucheadmirer420,lke sads in a horglas suc ar te efcts of viruls,15 Oct 2022,@KoudeKletser @Nikiley and and @ClimateHuman ,,,2,
@ChiefEragon,ChiefEragon,15 Oct 2022,"If I want to  buy an iPhone for daily usage (not necessarily gaming) with a good camera, which generation do I go for?
Help is appreciated I`m a big noob for apple products ",,,,
@ANIMALL08,Digital Marketing,15 Oct 2022,I want to  buy a new phone. What is your opinion on the iPhone 14 Pro? ,,1,1,
@Dflyhalf,Davidi asus,14 Oct 2022,I want to see a transparent phone so bad even tho I never fit buy  iPhone 13 ,,,,
@AdrianRamsingh,Haalvarez Enthusiast,14 Oct 2022,i dont have the money for it but i want to  buy a iphone and just use it for pictures until i have no more storage in it then time capsule it ,,,,
@tribhuvan_95,TARANG,14 Oct 2022,I WANT TO  BUY NEW PHONE IPHONE OR ONE PLUS WHICH ONE IS BETTER. PLS SUGGEST #iPhone14ProMax  #OnePlus10T ,,,,
@mceward8,Mce Ward,13 Oct 2022,@NfaakiYe ,,1,1,
@_pinkdispinkdat,pink,12 Oct 2022,@DundareeD ,,,,
@Balmain,Balmain,,"S'appuyer sur un héritage singulier. La collection #BALMAINFW23 du directeur de la création Olivier Rousteing se tourne vers l'avenir en s'inspirant du passé, en faisant revivre l'architecture de la silhouette Jolie Madame de Monsieur Balmain. ",,1,6,201.5K
@imsanatk,Sanat,12 Oct 2022,The more I see the iPhone in everybody's hands the less I want to  buy it. ,,,,
@souphieeee,sophieee ☽.｡*♡,12 Oct 2022,i want to  buy an iphone but I CANT DO BOTH IF YR COMING HERE TELL ME SO I CAN SAVE MY MONEY... pls asia dates i need @Harry_Styles  @HStylesID  @JKTKonserOFC  @SoundRhythm  @HSHQ ,,,,
@LeakerApple,AppleLeaker,12 Oct 2022,@RGcloudS and and @UniverseIce ,1,,1,
@isaackings23,Ajayi Isaac Olanrewaju,12 Oct 2022,@therealuzoamaka ,1,,,
@CorrinAvchin,Corrin Luella Avchin,12 Oct 2022,Things I want to  buy STAT when I get a new job: new iPhone and bleach my hair. ,,,,
@itsrenatak,Renata,12 Oct 2022,The iPhone 15 Pro might set me back nearly $3000 or $4000 to buy outright as I want to get a phone with 1 Terabyte of storage. ,,,,
@Modebayo,Jethro Michael | CRE Virtual Assistant,11 Oct 2022,"Hi #Pioneers , I am interested in  P2P transactions from #PiMerchants in #China and #Vietnam . I want to  buy 50 iPhone . Please DM if you are interested. #PiNetwork  #PiTransactions  #PiPayment  #PiConsensus  #PiNetworkUpdates  #PiChainMall  #PiPayments  #Mainnet  #Pioneers ",,,,
@steffi12354,TechBySteff,11 Oct 2022,@Figin_jose_josp @tech_instigator and and @jmwilt21 ,1,,3,
@Sync,Sync.com,,Get Unlimited Cloud Storage at http:// ,114,276,3713,
@Lekwise12,Olamilekan,11 Oct 2022,@Mooricho and and @OGBdeyforyou ,2,,2,
@iamJimohIsiaq,The Skeptic,11 Oct 2022,@NaijaFlyingDr ,1,,,
@Shivi_oneplus,Fact Express,10 Oct 2022,@Apple  i want to  buy  iphone 14 pro but I can't because ,1,,,
@beersIuvr,,10 Oct 2022,guys i need your help idk if i want to  buy the iphone 14 or the samsung galaxy s22 ultra what’s your opinions help help ,,,,
@Balmain,Balmain,,"Revivez le défilé Balmain Automne-Hiver 2023, mettant en lumière le savoir-faire de la Maison et le ""New French Style"" signé Monsieur Balmain. #BALMAINFW23 ",,6,19,209.6K
@TacticalNudes,Ave ୨♡୧,10 Oct 2022,why are all the cute sanrio phone cases are for iPhones even the counterfeit ones that i want to  buy are iPhone X and up only ,,,,
@Rieblegh,Ru Blegh,10 Oct 2022,Told my mother that we should postpone our trip to Japan next year for another year. My reasoning was because I want to  buy myself an ipad pro (for work) & iphone 13. She said i should use my savings that i alotted for when i have to rent for face-to-face classes ,,,,
@irab_x,Riضwan,10 Oct 2022,"Today 2 people dn tell me make i buy  IPhone 14, I want to thank Y'all for  believing in me sha ",,,,
@vishal0009999,Vishal,10 Oct 2022,@jimmyrichway ,,1,8,
@OnlyTrueCoolest,Coolest,10 Oct 2022,Bro used iPhone 13s are overpriced. Why t hell would I want to pay $630 for a used iPhone in just good condition when I can buy it brand new for $699? I hope this goes down or else maybe I’ll just not replace tje iPhone and get a Pixel 7 ,,,,
@Vikram_135,Vikram Singh,9 Oct 2022,"Some problem has happened.  Please check it out by pic in my id. I want to  buy the iPhone 13, but it's not going to add to cart.I have not bought any iPhone with my ID, so why  it's showing me that you have maximum unit exceeded @flipkartsupport ",1,,,
@Lataarora16,Lata Dhawan,9 Oct 2022,@Ibotta ,,,1,
@SideTacha000,iTs girl,8 Oct 2022,@adekunleolopade ,,,,
@AnnaRueAnna,Smells like Democracy.,8 Oct 2022,"but I want to  buy something for someone who does?

how extraordinarily backwards it is for you to make it impossible for me to do that without having an iPhone , Apple account or the ability to read your minuscule and almost intentionally hidden serial number? ",,,,
@StuckupMark,Mark in Stafford,8 Oct 2022,@AfonsoEV_ ,1,,3,
@cwl_carl,Carl Lovett,8 Oct 2022,@AfonsoEV_ and and @NIOGlobal ,,,,
@PrincoNganter,Mahumba mahumba,8 Oct 2022,"This weekend im not spending my money, i want to  buy an iPhone the morning after HKDs album launch show ",,,,
@Ilwazy,lwazi wazi,7 Oct 2022,Every year on my birthday I buy my self a gift (no one buys me anything) this year I want to get an iPhone 13 pro max in sierra blue ,,,,
@mohdahmad14388,mohd ahmad,7 Oct 2022,@TrakinTech ,,1,,
@AanandS81561072,Aanand Shah,7 Oct 2022,@TechnicalGuruji ,,,,
@JAMILUS14807761,JAMILU SULAIMAN,6 Oct 2022,I can not exit this iPhone pro14 will take me to everywhere I want to go to all my life? If not I swear God will not allow me to buy any more. ,,,,
@SaddamMolla0071,#teamIndia,6 Oct 2022,@jimmyrichway ,,,2,
@zhiriezra,Ezra Zhiri Kolo,6 Oct 2022,Why do I want to  buy the iPhone 5s so badly? ,,,,
@anilneu15073139,anil neupane,6 Oct 2022,@Aakriitypoudel ,,,,
@CBirtwhistle,RailwaySparrow,6 Oct 2022,"I want to  buy myself a DSLR camera for my college media course but it needs to be better quality then my iPhone 8.

Anyone know what to get without breaking the bank. ",,,,
@KlasickTheHost,Dolapo Klasick The Host,6 Oct 2022,I want to start male prostitution so i can make money to take care of my needs and family. And most importantly buy my IPhone 14 ,,,,
@ruthofdmatter,kogi wura,6 Oct 2022,I want to sell my kidney to buy  iPhone ,,,,
@iChuMayoi,,6 Oct 2022,Are u Fucking Kidding me? I was practically begging for Them To Buy me a reviewer for my cets and it is much cheaper than an iphone ...... they still didn’t bought me a reviewer for the reason they Don’t Have Money . Oh lord i want to Kms ...... i camt take this anymore i reall ,,,,
@freckledn,,6 Oct 2022,Every day I fight the urge to buy the new iPhone . I want to wait for next month lol ,,,,
@0xwyz,Glucose Guardian,4 Oct 2022,"He can afford it doesn't mean he wants to lose that much

I can buy an iPhone every month doesn't mean I want to  buy an iPhone every month ",,,,
@Nana95410564,FLAVIO ALVARIO JESUS DOS SANTOS,4 Oct 2022,@marcusadampah ,,,,
@tessiibil,gym (r/c)at. (she's all legs),4 Oct 2022,@Gloop898 ,1,,,
@BatVigilante_,Vigilante,4 Oct 2022,@lurns3 @Mr_Killer27 and 3 others ,1,,1,
@HellenKaren22,Hellen Karen,4 Oct 2022,"Abaali bagula obugere bakyaliyo, kubanga I want to  buy this IPhone 14 Pro Max of 1Tt. ",,,,
@aigbe_albright,Mr Bee,4 Oct 2022,@henrywalker4pf @SirJ_Normally and 2 others ,1,,,
@lopesmorrenofim,lopes,4 Oct 2022,@BrunoSuicida @Pab7645 and 2 others ,2,,,
@F1Ilse,Ilse,4 Oct 2022,"Okay, so i want to  buy a new phone somewhere next year. I’m in doubt if i buy another iphone , or a samsung. I have a iphone now but I don’t know..what do you guys think? ",,,,
@Dng18677578,Jamie Kingston,4 Oct 2022,"@KochiKenBSC  I want to say Kochi will overthrow dogecoin + shiba inu. What do you think if later we can buy  iphone ,tesla... and more with Kochi With Kochi, you will be the world's next Elon Musk ",,,,
@KenRosenberg21,Ken Rosenberg,4 Oct 2022,@tech_instigator ,1,,1,
@ckrollage7,D¡eClown!,3 Oct 2022,"@Apple y’all wanna stop sending malware to my iPhone 12 Pro. Idgaf that you released the iPhone 14.5xPi^2, I’ll buy it when I want to , not when y’all decide to send a “security update” ",,,,
@privatetalky,Private Talky,3 Oct 2022,@itsiclassic ,2,,1,
@AllenRayansonR,Allenrayanson,3 Oct 2022,@IDFCFIRSTBank i have my emi card where the value is not increased still now from day 1. I want to  buy  iPhone 14 pro Max ,,,,
@Device_CP,Device,,Introducing Device - a new journal from Cell Press. Register now to receive the first issue! ,2,8,105,3.4M
@DonellYoung5,Donell Young,3 Oct 2022,"Hello everyone I want to tell everyone to buy the iPhone 14 Pro Max. The visuals are amazing, the graphics are better than ever, and the picture is perfect. ",,,,
@SANCHITSHARMA75,SANCHITSHARMA,3 Oct 2022,Deep inside i want to  buy an iphone but can't afford at this time. ,,,,
@servodosanjos,PAULO PORT0,3 Oct 2022,"@KremlinRussia_E Hi sir, my name is joao paulo from brasil and I have a question for you, can you explain to me why there is no application for music and videos of copyrighted artists that we can buy on android phones like iphone , I don't understand!; I want to make money with ",,,,
@sanaabbasi036,ثناعباسی,2 Oct 2022,@iihtishamm ,,,3,
@Saad_Ahmed_333,Saad احمد,2 Oct 2022,: I want to  buy an iphone !!!! : Mjhay woh سیب ہوئے کٹے wala phone lena hai ,,,,
@sbeams,tudor coupe,2 Oct 2022,"Selling something online is fun 

Me:  $100 obo, cash only!

Them: I want to  buy it for $100! 

Me:  OK, you got it it’s yours! Them:  Can I give you a cracked iPhone 4S and a banana peel for it ",,,,
@Veinheiker,Manuel Veinheiker,1 Oct 2022,@verge ,,,1,
@prathamesh_13,Prathamesh Kavlekar,1 Oct 2022,@AppleSupport why can't I add a credit card through iTunes or web login? Why does it have to be from a iPhone or Mac? I want to  buy one song on iTunes like it's 2009 still and contribute 18 rupees INR toward apple's revenue. This is ridiculous! I should be able to do that. ,,,,
@bayo_OG,Bayo of the HolySpirit,1 Oct 2022,@NegroSaitama and and @thedoreen__ ,1,,1,
@Abel_Olabode,Papi Drey!,29 Sep 2022,Android is better than iPhone …  I want to sell my phone and buy one dope android phone. ,,,,
@mokonasomething,Mokona,29 Sep 2022,I want to  buy a new iPhone so bad ,-, but like the moneyyy ,,
@ahsn_6t9,AHSAN BANGLA49,29 Sep 2022,@TechnicalGuruji bro I'm from bangladesh.from many year I want to  buy a iPhone .. but I can't .. you r so rich YouTuber .. you can give me a iPhone . So my request is plzz donate me a iPhone ... I love u so much bro ,,,,
@Balmain,Balmain,,"S'appuyer sur un héritage singulier. La collection #BALMAINFW23 du directeur de la création Olivier Rousteing se tourne vers l'avenir en s'inspirant du passé, en faisant revivre l'architecture de la silhouette Jolie Madame de Monsieur Balmain. ",,1,6,201.7K
@ItzNikaBtw,ItzNikaBtw,28 Sep 2022,I just found my old iPhone doors anybody know where to buy a charger for it lol  I want to see what is on it. ,,,,
@SimonKris1,Lil_Garuba_Kris Jr.,28 Sep 2022,@mistarfly ,1,,,
@superstardixit,siddharthdixit,28 Sep 2022,@Flipkart  I want to  buy  iphone 14 pro max when it will buy ,,,,
@superstardixit,siddharthdixit,28 Sep 2022,@amazonIN  I want to  buy  iphone 14 pro max when it will I buy ,,,,
@SaadPlayz18,SaadPlayz,28 Sep 2022,@WinterSkiis ,,,1,
@yhoungarlahgh,Yhoung Arlah gh,28 Sep 2022,@Jenni_Success ,,,,
@Mohamed14180599,Mohamed,28 Sep 2022,@MattWallace888 and and @BarFightToken ,,,1,
@chaosyifae,Ji-wꨄn,28 Sep 2022,"please help me buy this filmstrip, i want to  buy a new phone {ditching my friend for an iphone } ",,,,
@gogo_clement,Clems,28 Sep 2022,@PiNewsMedia and and @PiCoreTeam ,1,,2,
@nisa_kay,Nisa Kay Murah Rezeki,28 Sep 2022,I’m going to start pay EVERYTHING using Grab. Next year I want to  buy new iPhone using only Grab points!!! ,,,,
@pumpysehun,˚₊·𝓭𝓮𝓮˚₊·—̳͟͞͞ ❥,28 Sep 2022,to be able to afford to buy a vip ticket and at the same time the latest iphone is the kind of rich i want to achieve ,1,,,
@love_ibanga,𝐈๓𝕒❦,28 Sep 2022,@ThankGodmantis3 ,1,,,
@boopesh_boo,Boopesh kumar,27 Sep 2022,@CromaSupport and and @AnmolKhanna7 ,,,1,
@ARYANAKHTAR3,ARYAN AKHTAR,27 Sep 2022,@flipkartsupport I am a middle class person. I want to  buy an iphone 13. I have collected 50k with much difficulty. And now Flipkart has raised the price to 60k. What should I do now? Will my dream go unfulfilled? Feeling disappointed ,,,,
@lilac66572781,yeon-oh’s socks,27 Sep 2022,This new iOS update with everyone’s backgrounds is gorgeous but I want to upgrade to a new iphone this week so I’m just waiting to buy that instead and then I’ll get the update ,,,,
@techyaaditya,Aaditya ( less active ),27 Sep 2022,@gokhanaj @ShokeenSanchit and 2 others ,1,,1,
@dmacest,David Estabrook,27 Sep 2022,@ejeancarroll ,,,1,
@YungKendo,KENDO,27 Sep 2022,"Everybody just dey buy  iphone 14 anyhow, I thought we all said there was no money in town. Lord help me pls, I want to be a baller not a mechanic ",,,,
@avines_h,godlychef1,27 Sep 2022,Sometimes I want to  buy an iphone but then I remember I actually kinda sorta am really not that dumb. ,,,,
@prestonwits, Preston,27 Sep 2022,@ianzelbo ,,,,
@Abaga_77,Abaga,27 Sep 2022,@BurlesonFedrick and and @the_Lawrenz ,2,,,
@Abdwaha11,F҈O҈L҈A҈,27 Sep 2022,@RofiatTaiye ,,,,
@emotions_zero,Sideman#5 #,26 Sep 2022,"Boss slipped me my bonus check from August, now the first thing I want to do is buy the new IPhone .

God a beg you bind up that thought.
Why was this my first thought?? ",,,,
@freethinkerRW,Free,26 Sep 2022,@MTNRwanda any news on E-SIMs? I want to  buy an iPhone 14 and I need to know if I’ll be able to use it in Rwanda… ,,,,
@Generic_Plays,GenericDrummer,26 Sep 2022,"Should I buy an iPhone 14 now? Or wait until Christmas?  

I am financing but worried about trade in values changing since I want to trade in my 8 Plus. ",,,,
@Cmva09,Cmva,26 Sep 2022,"where i live in latin america my country venezuela does not exist eSIM, and i want to  buy an iphone 14 pro max that has its slot for the sim card, and is unlocked, where in florida miami can i find it?,. @tim_cook  @AppleNews  @AppleSupport  @Apple ",,,,
@PeterHa49247818,Peter Hancock,26 Sep 2022,@ThreeUKSupport E-Sim. I want to  buy  iPhone 14 in American. They have deleted the sim tray. You have to use e-sim. Does three mobile offer e-sim? Does three mobile offer e-sim on my current plan / contract? ,,,,
@ilyeojinz,zee,26 Sep 2022,i want to  buy an iphone ,,,,
@CHRISTIAN18613,CHRISTOPHER JORDAN GOSS,26 Sep 2022,Last November my sister asked me if I wanted anything for Christmas and I said no but on June 13 2026 I want to be first in line to buy the red IPhone 19 the apple corporation don't know about yet and will refuse to pay me for and expect me to buy it when I can't afford it&*...' ,,,,
@ravitejav394,Raviteja,26 Sep 2022,@flipkartsupport ,1,,,
@pawan06599342,pawan,26 Sep 2022,@FiCares ,1,,,
@mryansyah_,M R S,26 Sep 2022,@vijay8186 ,2,,,
@lipholo_lipholo,Lipholo Lipholo,26 Sep 2022,"What's the opportunity cost? ( Crypto) I want to contrast your choice of crypto price you can buy now to iPhone price you want buy , so that after some years we do valuations and compare which one gave more returns. ",1,,1,
@mhragav17,Gaurav,26 Sep 2022,@geekabhishek_ ,,,1,
@itsessieluv,,26 Sep 2022,I want to  buy  Iphone 14 pro max but I’m planning to buy gaming laptop & accessories! I also want to redecorate my room ,,,,
@Ew_trader,Brenda S,26 Sep 2022,@AstroCycle_Net ,1,,,
@vasnodo,vako Vako,25 Sep 2022,@tim_cook ,2,,1,
@itunesfanboyyt,The iTunes Fanboy,25 Sep 2022,Why can’t I stop thinking about devices I want to  buy for my collection when I need to save up for an iPhone 14 Pro? ,,,,
